"Ano";"Localidade";"Índice de Desenvolvimento Humano Municipal (IDHM) ";"Produto Interno Bruto (PIB) per Capita (R$ 1,00)";"Crimes de Ameaça ";"Crimes de Estelionato ";"Crimes de Estupro ";"Crimes de Furto ";"Crimes de Lesão Corporal ";"Crimes de Roubo ";"Furtos de Veículos ";"Ocorrências Envolvendo Tráfico de Drogas ";"Ocorrências Envolvendo Uso/Consumo de Drogas ";"Perturbação do Sossego/Tranquilidade ";"Roubos de Veículos "
"2018";"Paraíso do Norte";"";"24.177";"110";"28";"14";"153";"66";"25";"17";"12";"27";"36";"3"
"2018";"Paranacity";"";"28.209";"132";"25";"9";"130";"53";"17";"4";"18";"9";"12";"4"
"2018";"Paranaguá";"";"63.610";"1.861";"313";"88";"2.780";"1.296";"1.371";"162";"192";"327";"382";"35"
"2018";"Paranapoema";"";"21.016";"26";"3";"5";"30";"22";"1";"2";"2";"3";"2";"-"
"2018";"Paranavaí";"";"30.153";"1.007";"219";"55";"1.777";"681";"293";"168";"109";"320";"317";"32"
"2018";"Pato Bragado";"";"29.832";"59";"6";"2";"58";"39";"1";"2";"6";"1";"4";"-"
"2018";"Pato Branco";"";"46.842";"1.351";"146";"86";"1.482";"713";"111";"226";"169";"123";"321";"11"
"2018";"Paula Freitas";"";"48.728";"52";"6";"5";"41";"36";"6";"-";"-";"1";"6";"1"
"2018";"Paulo Frontin";"";"41.993";"70";"10";"3";"52";"45";"2";"1";"1";"-";"13";"-"
"2018";"Peabiru";"";"23.403";"120";"11";"10";"223";"85";"25";"11";"11";"16";"20";"2"
"2018";"Perobal";"";"29.982";"70";"4";"6";"50";"40";"10";"5";"9";"-";"5";"4"
"2018";"Pérola";"";"30.399";"76";"10";"7";"115";"59";"11";"12";"9";"11";"16";"4"
"2018";"Pérola d'Oeste";"";"25.974";"61";"4";"1";"65";"36";"4";"5";"1";"2";"14";"1"
"2018";"Piên";"";"63.033";"63";"5";"2";"97";"24";"19";"4";"4";"5";"4";"6"
"2018";"Pinhais";"";"44.775";"1.258";"423";"70";"2.252";"575";"1.247";"206";"84";"144";"282";"133"
"2018";"Pinhal de São Bento";"";"18.949";"66";"1";"-";"32";"18";"-";"4";"2";"3";"7";"-"
"2018";"Pinhalão";"";"24.869";"97";"17";"5";"68";"64";"11";"8";"6";"11";"57";"1"
"2018";"Pinhão";"";"48.651";"311";"26";"28";"539";"186";"90";"25";"10";"11";"36";"5"
"2018";"Piraí do Sul";"";"31.574";"365";"51";"19";"349";"171";"104";"32";"20";"28";"110";"9"
"2018";"Piraquara";"";"11.680";"1.225";"160";"70";"907";"816";"565";"58";"373";"221";"565";"65"
"2018";"Pitanga";"";"29.163";"356";"57";"23";"429";"245";"22";"19";"30";"32";"45";"1"
"2018";"Pitangueiras";"";"30.435";"17";"6";"6";"27";"18";"4";"-";"2";"1";"-";"1"
"2018";"Planaltina do Paraná";"";"23.059";"45";"5";"2";"56";"34";"9";"2";"2";"-";"3";"2"
"2018";"Planalto";"";"24.112";"101";"12";"7";"120";"74";"1";"11";"2";"8";"38";"-"
"2018";"Ponta Grossa";"";"43.253";"3.086";"1.021";"213";"4.826";"2.453";"2.076";"390";"235";"232";"1.372";"111"
"2018";"Pontal do Paraná";"";"91.045";"516";"85";"33";"1.248";"370";"172";"32";"76";"266";"381";"10"
"2018";"Porecatu";"";"42.638";"92";"33";"7";"139";"34";"31";"10";"20";"10";"9";"7"
"2018";"Porto Amazonas";"";"24.968";"65";"7";"3";"52";"29";"6";"2";"2";"3";"17";"1"
"2018";"Porto Barreiro";"";"29.992";"14";"3";"2";"27";"3";"-";"1";"-";"-";"-";"-"
"2018";"Porto Rico";"";"27.291";"34";"5";"-";"77";"16";"1";"4";"6";"14";"10";"1"
"2018";"Porto Vitória";"";"15.770";"46";"-";"3";"32";"34";"4";"-";"1";"2";"8";"1"
"2018";"Prado Ferreira";"";"35.164";"38";"3";"5";"30";"27";"5";"1";"2";"1";"5";"1"
"2018";"Pranchita";"";"36.859";"47";"7";"2";"40";"38";"4";"10";"2";"4";"4";"3"
"2018";"Presidente Castelo Branco";"";"26.126";"30";"2";"4";"46";"25";"13";"2";"6";"3";"8";"5"
"2018";"Primeiro de Maio";"";"26.990";"98";"26";"4";"119";"62";"15";"11";"11";"5";"30";"2"
"2018";"Prudentópolis";"";"23.032";"473";"30";"29";"475";"259";"81";"21";"32";"49";"44";"13"
"2018";"Quarto Centenário";"";"50.421";"37";"2";"1";"48";"27";"10";"4";"1";"3";"9";"9"
"2018";"Quatiguá";"";"23.985";"64";"16";"6";"39";"37";"6";"6";"5";"4";"47";"1"
"2018";"Quatro Barras";"";"66.792";"243";"106";"20";"230";"130";"164";"24";"14";"37";"55";"30"
"2018";"Quatro Pontes";"";"44.284";"37";"8";"-";"49";"16";"1";"9";"12";"2";"3";"-"
"2018";"Quedas do Iguaçu";"";"35.361";"342";"24";"27";"336";"205";"20";"22";"18";"22";"50";"4"
"2018";"Querência do Norte";"";"19.477";"89";"9";"9";"100";"67";"63";"7";"4";"7";"11";"18"
"2018";"Quinta do Sol";"";"37.373";"32";"4";"4";"45";"39";"6";"6";"4";"2";"1";"-"
"2018";"Quitandinha";"";"20.778";"81";"10";"8";"174";"49";"33";"8";"3";"15";"8";"11"
"2018";"Ramilândia";"";"18.591";"48";"3";"6";"69";"26";"5";"3";"4";"4";"7";"2"
"2018";"Rancho Alegre";"";"31.412";"38";"1";"2";"25";"25";"1";"-";"1";"4";"17";"-"
"2018";"Rancho Alegre D'Oeste";"";"52.568";"27";"2";"-";"22";"15";"7";"1";"3";"1";"3";"2"
"2018";"Realeza";"";"35.698";"241";"39";"13";"284";"134";"31";"31";"44";"27";"40";"6"
"2018";"Rebouças";"";"25.557";"123";"30";"10";"168";"91";"10";"4";"39";"7";"24";"-"
"2018";"Renascença";"";"37.486";"73";"6";"6";"50";"47";"2";"1";"2";"4";"19";"-"
"2018";"Reserva";"";"23.196";"102";"23";"31";"152";"93";"93";"23";"23";"22";"18";"43"
"2018";"Reserva do Iguaçu";"";"19.844";"86";"9";"4";"122";"44";"7";"7";"2";"4";"23";"2"
"2018";"Ribeirão Claro";"";"43.864";"85";"14";"6";"116";"51";"9";"11";"12";"11";"41";"4"
"2018";"Ribeirão do Pinhal";"";"17.800";"219";"32";"11";"256";"125";"34";"17";"29";"35";"50";"4"
"2018";"Rio Azul";"";"40.165";"64";"7";"2";"63";"44";"6";"4";"2";"10";"10";"-"
"2018";"Rio Bom";"";"21.668";"22";"2";"1";"58";"14";"6";"3";"1";"9";"1";"1"
"2018";"Rio Bonito do Iguaçu";"";"21.735";"76";"9";"11";"142";"47";"25";"18";"2";"1";"13";"9"
"2018";"Rio Branco do Ivaí";"";"19.602";"30";"3";"6";"36";"26";"4";"3";"3";"1";"3";"2"
"2018";"Rio Branco do Sul";"";"34.624";"370";"58";"28";"328";"256";"138";"39";"6";"13";"77";"9"
"2018";"Rio Negro";"";"36.245";"253";"38";"10";"419";"148";"89";"50";"6";"18";"59";"4"
"2018";"Rolândia";"";"40.409";"622";"209";"33";"1.237";"319";"218";"137";"179";"98";"85";"29"
"2018";"Roncador";"";"42.916";"87";"12";"11";"102";"45";"9";"7";"4";"2";"8";"4"
"2018";"Rondon";"";"27.778";"115";"12";"1";"173";"91";"26";"13";"2";"8";"10";"3"
"2018";"Rosário do Ivaí";"";"17.630";"35";"3";"-";"32";"21";"3";"4";"-";"3";"6";"-"
"2018";"Sabáudia";"";"84.169";"49";"11";"5";"106";"32";"15";"9";"11";"21";"4";"4"
"2018";"Salgado Filho";"";"24.590";"33";"6";"-";"33";"15";"2";"2";"-";"-";"12";"1"
"2018";"Salto do Itararé";"";"17.861";"67";"3";"2";"24";"39";"2";"3";"-";"1";"59";"-"
"2018";"Salto do Lontra";"";"25.292";"197";"14";"13";"127";"134";"16";"16";"7";"8";"30";"3"
"2018";"Santa Amélia";"";"22.211";"25";"7";"5";"28";"28";"5";"1";"3";"-";"4";"2"
"2018";"Santa Cecília do Pavão";"";"33.266";"40";"11";"1";"37";"13";"5";"4";"9";"5";"7";"2"
"2018";"Santa Cruz de Monte Castelo";"";"33.465";"139";"17";"2";"91";"78";"8";"8";"10";"12";"34";"2"
"2018";"Santa Fé";"";"22.753";"120";"18";"6";"149";"60";"43";"11";"18";"19";"10";"17"
"2018";"Santa Helena";"";"35.653";"309";"42";"19";"309";"166";"24";"40";"13";"15";"31";"4"
"2018";"Santa Inês";"";"25.287";"8";"1";"1";"35";"8";"3";"1";"-";"1";"-";"-"
"2018";"Santa Isabel do Ivaí";"";"22.904";"89";"16";"6";"106";"55";"8";"10";"10";"11";"16";"2"
"2018";"Santa Izabel do Oeste";"";"22.155";"212";"11";"10";"191";"96";"16";"14";"5";"19";"34";"4"
"2018";"Santa Lúcia";"";"28.147";"33";"8";"1";"28";"35";"-";"1";"1";"7";"2";"-"
"2018";"Santa Maria do Oeste";"";"18.032";"76";"9";"13";"64";"43";"4";"-";"3";"7";"4";"1"
"2018";"Santa Mariana";"";"28.615";"139";"17";"6";"133";"67";"6";"8";"8";"20";"46";"-"
"2018";"Santa Mônica";"";"22.625";"43";"3";"6";"28";"16";"3";"3";"1";"1";"2";"2"
"2018";"Santa Tereza do Oeste";"";"36.647";"89";"28";"7";"206";"73";"27";"8";"21";"62";"7";"10"
"2018";"Santa Terezinha de Itaipu";"";"22.534";"221";"54";"13";"262";"127";"47";"25";"79";"37";"66";"8"
"2018";"Santana do Itararé";"";"19.138";"49";"3";"6";"31";"36";"3";"1";"2";"4";"12";"-"
"2018";"Santo Antônio da Platina";"";"26.464";"484";"70";"20";"555";"203";"104";"40";"95";"148";"306";"19"
"2018";"Santo Antônio do Caiuá";"";"18.422";"38";"2";"3";"25";"13";"4";"4";"-";"1";"6";"-"
"2018";"Santo Antônio do Paraíso";"";"40.835";"22";"2";"-";"23";"12";"4";"1";"2";"2";"3";"-"
"2018";"Santo Antônio do Sudoeste";"";"25.233";"299";"19";"8";"455";"178";"21";"33";"23";"42";"41";"2"
"2018";"Santo Inácio";"";"53.762";"63";"5";"-";"120";"28";"20";"9";"5";"2";"6";"11"
"2018";"São Carlos do Ivaí";"";"45.034";"60";"7";"-";"58";"40";"6";"11";"-";"3";"15";"2"
"2018";"São Jerônimo da Serra";"";"20.368";"79";"10";"8";"72";"40";"17";"5";"8";"7";"16";"2"
"2018";"São João";"";"71.761";"182";"18";"5";"77";"66";"5";"10";"3";"3";"38";"1"
"2018";"São João do Caiuá";"";"21.383";"61";"9";"1";"73";"34";"5";"10";"2";"1";"12";"-"
"2018";"São João do Ivaí";"";"27.110";"101";"11";"6";"95";"56";"26";"4";"11";"9";"8";"5"
"2018";"São João do Triunfo";"";"36.355";"116";"13";"14";"73";"62";"3";"6";"1";"4";"24";"-"
"2018";"São Jorge do Ivaí";"";"49.975";"24";"9";"-";"35";"16";"6";"2";"1";"-";"7";"1"
"2018";"São Jorge do Patrocínio";"";"20.302";"49";"4";"1";"32";"24";"5";"1";"5";"7";"10";"1"
"2018";"São Jorge d'Oeste";"";"31.137";"129";"11";"5";"131";"49";"10";"16";"-";"3";"27";"3"
"2018";"São José da Boa Vista";"";"23.179";"50";"9";"2";"56";"36";"3";"4";"2";"1";"22";"2"
"2018";"São José das Palmeiras";"";"20.466";"24";"4";"-";"41";"31";"3";"5";"5";"-";"5";"1"
"2018";"São José dos Pinhais";"";"75.934";"3.047";"984";"155";"4.324";"1.558";"2.770";"514";"206";"320";"443";"521"
"2018";"São Manoel do Paraná";"";"23.363";"9";"3";"1";"7";"4";"1";"1";"-";"1";"2";"-"
"2018";"São Mateus do Sul";"";"27.419";"475";"135";"22";"391";"191";"65";"16";"47";"73";"90";"8"
"2018";"São Miguel do Iguaçu";"";"36.720";"305";"56";"37";"429";"196";"97";"27";"46";"18";"33";"23"
"2018";"São Pedro do Iguaçu";"";"27.928";"42";"3";"3";"58";"34";"3";"5";"2";"2";"3";"2"
"2018";"São Pedro do Ivaí";"";"27.079";"107";"11";"1";"129";"52";"18";"10";"12";"14";"16";"9"
"2018";"São Pedro do Paraná";"";"28.116";"29";"-";"4";"23";"12";"3";"3";"-";"-";"2";"-"
"2018";"São Sebastião da Amoreira";"";"22.135";"63";"14";"4";"98";"59";"6";"3";"22";"37";"26";"1"
"2018";"São Tomé";"";"24.275";"35";"5";"3";"66";"38";"6";"5";"1";"12";"6";"2"
"2018";"Sapopema";"";"15.953";"51";"5";"7";"70";"48";"12";"6";"7";"7";"6";"1"
"2018";"Sarandi";"";"16.618";"870";"207";"50";"1.236";"620";"207";"163";"119";"39";"162";"10"
"2018";"Saudade do Iguaçu";"";"145.266";"52";"8";"5";"44";"36";"-";"4";"-";"6";"18";"-"
"2018";"Sengés";"";"23.761";"134";"19";"10";"161";"84";"35";"11";"13";"9";"39";"4"
"2018";"Serranópolis do Iguaçu";"";"43.092";"30";"-";"-";"50";"18";"1";"2";"1";"-";"1";"-"
"2018";"Sertaneja";"";"53.376";"52";"32";"2";"91";"32";"9";"7";"4";"6";"17";"3"
"2018";"Sertanópolis";"";"42.090";"193";"41";"12";"219";"86";"44";"22";"30";"21";"43";"8"
"2018";"Siqueira Campos";"";"26.060";"264";"47";"13";"230";"124";"23";"22";"30";"45";"263";"6"
"2018";"Sulina";"";"30.707";"39";"9";"-";"37";"14";"2";"3";"-";"1";"7";"1"
"2018";"Tamarana";"";"20.888";"52";"11";"9";"117";"48";"46";"4";"3";"1";"2";"16"
"2018";"Tamboara";"";"24.630";"53";"7";"2";"48";"34";"4";"1";"-";"5";"10";"-"
"2018";"Tapejara";"";"28.147";"85";"13";"6";"207";"94";"34";"18";"16";"14";"12";"10"
"2018";"Tapira";"";"23.109";"43";"11";"2";"71";"29";"3";"12";"2";"2";"5";"1"
"2018";"Teixeira Soares";"";"31.219";"124";"23";"8";"84";"57";"6";"3";"4";"3";"23";"3"
"2018";"Telêmaco Borba";"";"43.920";"595";"128";"67";"942";"430";"552";"100";"73";"79";"99";"72"
"2018";"Terra Boa";"";"28.607";"155";"20";"16";"178";"73";"30";"5";"4";"13";"30";"5"
"2018";"Terra Rica";"";"20.956";"162";"15";"5";"230";"89";"31";"17";"10";"12";"24";"5"
"2018";"Terra Roxa";"";"38.867";"137";"37";"10";"213";"78";"105";"60";"10";"31";"33";"98"
"2018";"Tibagi";"";"43.875";"216";"24";"15";"188";"149";"45";"17";"27";"23";"69";"16"
"2018";"Tijucas do Sul";"";"19.517";"216";"29";"14";"230";"126";"47";"12";"6";"28";"65";"17"
"2018";"Toledo";"";"44.448";"997";"98";"68";"2.026";"623";"163";"337";"147";"174";"292";"15"
"2018";"Tomazina";"";"24.895";"75";"5";"5";"52";"45";"4";"3";"4";"7";"25";"-"
"2018";"Três Barras do Paraná";"";"26.457";"67";"2";"8";"98";"65";"5";"5";"3";"5";"10";"3"
"2018";"Tunas do Paraná";"";"12.948";"90";"15";"12";"123";"75";"9";"3";"2";"-";"7";"-"
"2018";"Tuneiras do Oeste";"";"23.395";"53";"4";"6";"105";"55";"11";"8";"6";"19";"29";"9"
"2018";"Tupãssi";"";"42.172";"52";"7";"3";"93";"51";"9";"18";"2";"4";"5";"3"
"2018";"Turvo";"";"33.160";"130";"24";"11";"79";"73";"8";"4";"-";"7";"24";"5"
"2018";"Ubiratã";"";"44.835";"223";"40";"18";"249";"126";"29";"11";"22";"14";"59";"10"
"2018";"Umuarama";"";"30.659";"995";"364";"47";"1.317";"603";"168";"148";"262";"160";"200";"28"
"2018";"União da Vitória";"";"27.678";"1.007";"82";"63";"1.029";"704";"137";"23";"70";"217";"245";"5"
"2018";"Uniflor";"";"24.954";"30";"1";"1";"19";"14";"5";"4";"2";"1";"5";"2"
"2018";"Uraí";"";"25.003";"110";"21";"5";"104";"48";"8";"6";"13";"9";"41";"2"
"2018";"Ventania";"";"19.566";"67";"10";"2";"121";"78";"13";"4";"7";"5";"17";"5"
"2018";"Vera Cruz do Oeste";"";"29.919";"68";"7";"8";"84";"30";"7";"6";"4";"8";"26";"5"
"2018";"Verê";"";"39.916";"108";"8";"7";"73";"41";"1";"12";"1";"1";"42";"-"
"2018";"Virmond";"";"31.667";"27";"2";"4";"28";"16";"5";"-";"1";"-";"4";"-"
"2018";"Vitorino";"";"52.874";"108";"6";"4";"74";"58";"9";"7";"1";"2";"62";"3"
"2018";"Wenceslau Braz";"";"28.653";"187";"57";"12";"217";"135";"18";"25";"14";"32";"83";"4"
"2018";"Xambrê";"";"16.634";"48";"8";"2";"50";"27";"7";"4";"3";"1";"7";"3"
"2019";"Estado do Paraná";"";"40.789";"115.578";"40.701";"6.828";"156.034";"67.923";"48.824";"16.022";"12.414";"15.063";"31.850";"5.784"
"2019";"Abatiá";"";"25.296";"80";"10";"4";"84";"54";"11";"10";"3";"3";"16";"3"
"2019";"Adrianópolis";"";"36.330";"46";"7";"6";"24";"19";"3";"-";"-";"5";"1";"-"
"2019";"Agudos do Sul";"";"23.279";"89";"24";"2";"148";"68";"13";"6";"2";"7";"12";"1"
"2019";"Almirante Tamandaré";"";"13.735";"1.387";"169";"85";"969";"762";"510";"125";"27";"46";"175";"59"
"2019";"Altamira do Paraná";"";"38.644";"25";"6";"4";"14";"18";"1";"1";"1";"1";"7";"-"
"2019";"Alto Paraíso";"";"33.218";"23";"-";"1";"15";"20";"2";"-";"31";"2";"5";"-"
"2019";"Alto Paraná";"";"21.704";"126";"31";"9";"197";"81";"23";"17";"19";"10";"19";"7"
"2019";"Alto Piquiri";"";"27.592";"133";"20";"8";"55";"58";"3";"2";"17";"8";"10";"1"
"2019";"Altônia";"";"16.853";"179";"30";"13";"158";"77";"11";"4";"17";"5";"34";"2"
"2019";"Alvorada do Sul";"";"21.850";"51";"16";"2";"99";"35";"9";"3";"5";"5";"20";"4"
"2019";"Amaporã";"";"26.910";"62";"7";"2";"54";"51";"7";"2";"7";"2";"9";"1"
"2019";"Ampére";"";"31.163";"284";"42";"17";"136";"162";"16";"13";"9";"14";"62";"4"
"2019";"Anahy";"";"30.780";"11";"1";"-";"14";"7";"-";"1";"1";"-";"2";"-"
"2019";"Andirá";"";"37.724";"258";"72";"12";"213";"143";"50";"15";"123";"18";"63";"4"
"2019";"Ângulo";"";"38.247";"43";"9";"2";"43";"25";"1";"6";"-";"1";"7";"-"
"2019";"Antonina";"";"29.777";"224";"35";"11";"404";"165";"46";"9";"24";"62";"75";"3"
"2019";"Antônio Olinto";"";"26.096";"43";"5";"4";"45";"25";"5";"1";"-";"4";"10";"-"
"2019";"Apucarana";"";"25.603";"1.850";"152";"69";"2.455";"1.049";"319";"221";"250";"274";"372";"27"
"2019";"Arapongas";"";"40.428";"833";"314";"39";"1.397";"469";"273";"201";"167";"140";"90";"36"
"2019";"Arapoti";"";"43.695";"263";"49";"25";"285";"160";"86";"34";"38";"6";"94";"6"
"2019";"Arapuã";"";"31.086";"22";"3";"-";"31";"22";"-";"2";"-";"2";"4";"-"
"2019";"Araruna";"";"33.701";"93";"14";"4";"123";"70";"13";"9";"6";"2";"11";"8"
"2019";"Araucária";"";"130.033";"1.318";"536";"116";"1.647";"728";"801";"173";"69";"158";"345";"103"
"2019";"Ariranha do Ivaí";"";"36.866";"13";"1";"1";"13";"14";"1";"-";"-";"-";"1";"-"
"2019";"Assaí";"";"29.054";"165";"40";"12";"162";"73";"20";"6";"44";"50";"66";"4"
"2019";"Assis Chateaubriand";"";"35.135";"363";"60";"19";"413";"236";"55";"14";"39";"59";"64";"9"
"2019";"Astorga";"";"28.303";"198";"68";"16";"280";"123";"35";"32";"13";"13";"23";"7"
"2019";"Atalaia";"";"37.246";"30";"3";"-";"21";"22";"5";"3";"2";"4";"2";"1"
"2019";"Balsa Nova";"";"57.991";"134";"7";"9";"151";"68";"47";"6";"8";"4";"33";"10"
"2019";"Bandeirantes";"";"25.816";"275";"120";"13";"506";"163";"54";"13";"59";"21";"87";"3"
"2019";"Barbosa Ferraz";"";"18.312";"119";"17";"8";"108";"68";"6";"5";"7";"7";"6";"1"
"2019";"Barra do Jacaré";"";"29.228";"18";"3";"1";"44";"3";"2";"3";"-";"-";"8";"4"
"2019";"Barracão";"";"25.619";"153";"36";"6";"158";"96";"3";"13";"4";"12";"40";"-"
"2019";"Bela Vista da Caroba";"";"20.054";"25";"2";"4";"39";"23";"3";"7";"1";"2";"6";"-"
"2019";"Bela Vista do Paraíso";"";"30.153";"135";"39";"10";"136";"93";"43";"14";"14";"9";"24";"16"
"2019";"Bituruna";"";"22.006";"160";"22";"16";"153";"115";"24";"6";"3";"12";"11";"3"
"2019";"Boa Esperança";"";"49.033";"47";"6";"4";"41";"17";"2";"-";"2";"6";"11";"-"
"2019";"Boa Esperança do Iguaçu";"";"35.233";"50";"9";"2";"34";"7";"-";"-";"1";"1";"17";"-"
"2019";"Boa Ventura de São Roque";"";"34.085";"48";"3";"4";"34";"35";"3";"2";"1";"-";"2";"-"
"2019";"Boa Vista da Aparecida";"";"18.546";"48";"1";"6";"73";"24";"1";"9";"8";"19";"3";"-"
"2019";"Bocaiúva do Sul";"";"15.503";"194";"26";"19";"161";"101";"41";"6";"1";"5";"49";"6"
"2019";"Bom Jesus do Sul";"";"19.812";"21";"11";"1";"40";"19";"1";"4";"1";"1";"-";"-"
"2019";"Bom Sucesso";"";"17.084";"50";"13";"7";"86";"49";"7";"4";"4";"9";"7";"1"
"2019";"Bom Sucesso do Sul";"";"54.459";"30";"3";"3";"31";"16";"-";"5";"1";"3";"11";"-"
"2019";"Borrazópolis";"";"30.002";"110";"8";"6";"61";"58";"3";"2";"6";"11";"16";"1"
"2019";"Braganey";"";"32.665";"61";"5";"2";"43";"26";"4";"6";"-";"10";"7";"1"
"2019";"Brasilândia do Sul";"";"63.314";"26";"5";"4";"16";"24";"12";"-";"1";"-";"1";"7"
"2019";"Cafeara";"";"22.168";"8";"3";"1";"19";"2";"3";"1";"2";"1";"2";"-"
"2019";"Cafelândia";"";"75.398";"122";"32";"6";"136";"104";"18";"13";"4";"13";"12";"4"
"2019";"Cafezal do Sul";"";"21.700";"21";"2";"1";"22";"21";"1";"1";"4";"1";"5";"1"
"2019";"Califórnia";"";"18.196";"78";"5";"7";"92";"52";"15";"5";"5";"16";"7";"5"
"2019";"Cambará";"";"30.053";"227";"65";"9";"490";"133";"50";"33";"59";"29";"76";"5"
"2019";"Cambé";"";"38.632";"809";"490";"39";"1.108";"400";"303";"211";"184";"87";"210";"45"
"2019";"Cambira";"";"26.043";"98";"12";"5";"113";"69";"12";"10";"7";"6";"15";"5"
"2019";"Campina da Lagoa";"";"29.084";"214";"21";"19";"166";"129";"7";"8";"12";"25";"25";"1"
"2019";"Campina do Simão";"";"26.073";"41";"3";"1";"36";"34";"1";"2";"-";"-";"4";"-"
"2019";"Campina Grande do Sul";"";"36.500";"406";"121";"24";"437";"258";"216";"70";"50";"45";"77";"41"
"2019";"Campo Bonito";"";"35.635";"31";"1";"8";"23";"16";"2";"3";"3";"3";"-";"-"
"2019";"Campo do Tenente";"";"25.307";"48";"5";"4";"119";"32";"14";"2";"2";"-";"10";"3"
"2019";"Campo Largo";"";"35.796";"1.443";"523";"55";"1.483";"842";"534";"138";"77";"111";"568";"88"
"2019";"Campo Magro";"";"14.830";"299";"58";"16";"254";"171";"69";"7";"6";"5";"30";"18"
"2019";"Campo Mourão";"";"40.807";"1.041";"355";"40";"1.686";"656";"228";"224";"89";"120";"268";"23"
"2019";"Cândido de Abreu";"";"21.631";"109";"24";"18";"85";"68";"10";"11";"4";"6";"23";"2"
"2019";"Candói";"";"30.799";"95";"28";"13";"102";"78";"15";"4";"1";"2";"17";"3"
"2019";"Cantagalo";"";"19.094";"110";"5";"11";"89";"49";"10";"3";"3";"8";"9";"3"
"2019";"Capanema";"";"30.805";"310";"43";"10";"194";"126";"14";"10";"14";"28";"67";"3"
"2019";"Capitão Leônidas Marques";"";"81.455";"156";"16";"15";"139";"72";"9";"7";"21";"50";"19";"1"
"2019";"Carambeí";"";"63.590";"212";"67";"13";"260";"112";"51";"5";"8";"20";"51";"5"
"2019";"Carlópolis";"";"24.445";"214";"31";"10";"156";"116";"34";"13";"22";"44";"87";"5"
"2019";"Cascavel";"";"38.341";"4.034";"1.333";"197";"5.278";"2.469";"861";"655";"431";"815";"1.155";"64"
"2019";"Castro";"";"38.681";"729";"149";"39";"834";"411";"162";"50";"36";"43";"180";"9"
"2019";"Catanduvas";"";"23.829";"130";"23";"9";"72";"82";"10";"10";"9";"9";"16";"1"
"2019";"Centenário do Sul";"";"19.798";"67";"13";"7";"130";"43";"3";"5";"3";"9";"11";"1"
"2019";"Cerro Azul";"";"18.084";"205";"33";"11";"207";"113";"29";"18";"6";"6";"22";"2"
"2019";"Céu Azul";"";"51.482";"80";"35";"6";"111";"45";"18";"24";"39";"8";"12";"6"
"2019";"Chopinzinho";"";"34.535";"253";"30";"20";"148";"129";"7";"10";"5";"19";"48";"2"
"2019";"Cianorte";"";"34.335";"594";"262";"53";"943";"407";"132";"112";"193";"58";"157";"34"
"2019";"Cidade Gaúcha";"";"32.709";"117";"19";"8";"108";"91";"19";"10";"23";"9";"23";"4"
"2019";"Clevelândia";"";"31.017";"241";"33";"7";"271";"117";"17";"29";"10";"4";"22";"5"
"2019";"Colombo";"";"22.145";"3.072";"830";"167";"2.437";"1.804";"1.530";"358";"311";"371";"857";"163"
"2019";"Colorado";"";"29.075";"181";"73";"10";"290";"104";"24";"14";"52";"40";"24";"8"
"2019";"Congonhinhas";"";"22.624";"85";"20";"5";"156";"33";"17";"7";"21";"17";"30";"6"
"2019";"Conselheiro Mairinck";"";"27.051";"64";"11";"-";"45";"43";"4";"6";"-";"5";"58";"2"
"2019";"Contenda";"";"21.692";"73";"25";"6";"140";"61";"32";"8";"3";"14";"15";"7"
"2019";"Corbélia";"";"39.545";"204";"68";"17";"179";"119";"18";"17";"17";"54";"44";"2"
"2019";"Cornélio Procópio";"";"35.293";"383";"200";"16";"450";"159";"52";"34";"77";"76";"178";"1"
"2019";"Coronel Domingos Soares";"";"25.742";"55";"1";"4";"39";"42";"2";"3";"1";"2";"9";"1"
"2019";"Coronel Vivida";"";"32.483";"337";"42";"6";"251";"179";"10";"15";"12";"18";"59";"1"
"2019";"Corumbataí do Sul";"";"19.398";"25";"2";"1";"31";"20";"3";"6";"-";"2";"4";"1"
"2019";"Cruz Machado";"";"20.012";"156";"25";"10";"112";"112";"10";"12";"-";"3";"22";"1"
"2019";"Cruzeiro do Iguaçu";"";"26.982";"76";"7";"11";"47";"31";"-";"-";"1";"10";"20";"-"
"2019";"Cruzeiro do Oeste";"";"40.107";"296";"73";"14";"310";"214";"29";"5";"63";"148";"77";"11"
"2019";"Cruzeiro do Sul";"";"38.900";"46";"8";"1";"53";"30";"4";"2";"2";"1";"12";"2"
"2019";"Cruzmaltina";"";"38.229";"16";"4";"1";"29";"8";"7";"-";"-";"-";"6";"3"
"2019";"Curitiba";"";"49.720";"17.293";"11.224";"1.015";"38.012";"8.489";"19.954";"4.792";"1.584";"3.458";"5.960";"2.088"
"2019";"Curiúva";"";"14.756";"149";"18";"9";"206";"82";"22";"19";"10";"16";"23";"3"
"2019";"Diamante do Norte";"";"62.294";"25";"4";"1";"39";"23";"16";"3";"4";"2";"-";"1"
"2019";"Diamante do Sul";"";"16.266";"35";"1";"4";"20";"18";"-";"1";"1";"-";"2";"-"
"2019";"Diamante D'Oeste";"";"19.694";"22";"8";"2";"48";"11";"4";"7";"1";"-";"1";"1"
"2019";"Dois Vizinhos";"";"41.263";"578";"106";"40";"530";"282";"27";"49";"37";"91";"353";"1"
"2019";"Douradina";"";"72.659";"82";"23";"10";"62";"56";"9";"6";"7";"8";"6";"5"
